km_cluster,crop_code,median_yield_kg_per_ha,avg_yield_kg_per_ha,n_obs,crop_pop_median,relative_yield_index
6,Cucumber,4917.75390625,4917.75390625,1,186.90838623046875,26.31103935692927
6,Eggplant,5495.10595703125,6350.17201585036,13,9692.7568359375,0.5669291049020476
6,FINGER MILLET(MAWERE),6868.88330078125,39289.21705561717,37,2165.478759765625,3.171992922952837
6,FUEL WOOD TREES,0.0,0.0,1,15927.56666015625,0.0
6,GREEN PEA (NSAWAWA),84.801025390625,16598.917760331024,19,869.8141479492188,0.09749326978707161
6,GROUND BEAN(NZAMA),6784.08203125,67354.58411597964,37,2442.269287109375,2.7777780554573956
6,GROUNDNUT/PEANUTS,3663.40380859375,32963.9470708464,483,2442.269287109375,1.4999999500176688
6,GUAVA,27216.1824609375,27216.1824609375,2,27216.1824609375,1.0
6,IRISH [MALAWI] POTATO,9781.2880859375,35475.05936136696,55,7113.109375,1.3751072238977768
6,MAIZE,4884.53857421875,44014.26266988413,1944,3052.836669921875,1.5999999680113086
6,MANGO,33181.375,32296.35533874511,8,1567.631591796875,21.16656437241503
6,NKHWANI,1288.9755249023438,18968.943430295065,126,1602.7392578125,0.8042328274042548
6,ONION,11103.16748046875,46285.50679498804,22,7494.7138671875,1.4814664945488272
6,"OTHER, PERMANENT CROP (SPECIFY)",571.2347030639648,18792.671993573516,12,897.7661437988281,0.6362845235473341
6,"OTHER, TEMPORARY CROP (SPECIFY)",277.6385498046875,43068.996370063105,68,1623.1322021484375,0.17105110072808297
6,PAPRIKA,22604.56201171875,22604.56201171875,2,1433.0162963867188,15.774113712952923
6,PEARL MILLET(MCHEWERE),1831.701904296875,8069.578730879159,29,1113.1102294921875,1.645570991771872
6,PIGEONPEA(NANDOLO),2442.269287109375,27352.40751324822,530,2442.269287109375,1.0
6,RICE,5105.564453125,44251.16442189491,351,4884.53857421875,1.0452501040882047
6,SORGHUM,2442.269287109375,16074.371083577475,141,1397.6207885742188,1.7474477390972791
6,SOYABEAN,4070.448974609375,29822.179532390786,379,2900.19482421875,1.4035088058975025
6,SUGAR CANE,2696.6724853515625,47626.90215487163,60,2170.90625,1.242187443769883
6,SUNFLOWER,1068.4927978515625,8116.238215870328,45,1980.9323120117188,0.53938884805532
6,SWEET POTATO,8547.9423828125,50450.715313674664,232,4579.25537109375,1.8666664534087414
6,Sesame,789.81884765625,2815.9719393803525,26,555.6162719726562,1.4215185686554543
6,TANAPOSI,3663.40380859375,103544.58672383588,27,3663.40380859375,1.0
6,TEA,2170.90625,8724.872381036932,11,1068.4927978515625,2.031746263863528
6,THERERE/OKRA,4542.62109375,20838.53808124249,13,1114.9879150390625,4.074143793379908
6,TOBACCO,4273.97119140625,22005.79729596145,139,3968.687744140625,1.0769230201384188
6,TOMATO,3601.8358154296875,41244.774017524716,290,3847.7955322265625,0.9360777580989216
6,WHEAT,3816.0458984375,3816.0458984375,2,0.0,inf
6,Yams,1277.306884765625,1277.306884765625,1,1277.306884765625,1.0
7,BANANA,15871.6357421875,36032.32829708523,36,3443.599853515625,4.609024398111732
7,BEANS,33840.22265625,174455.31822737312,343,3261.956298828125,10.374210920117868
7,CABBAGE,50453.13671875,126348.07675633286,33,8989.87109375,5.612220263517057
7,CASSAVA,14165.162109375,68837.72384129469,376,3831.92041015625,3.6966222137159166
7,COFFEE,1068.4927978515625,1068.4927978515625,1,5220.3505859375,0.20467836024841932
7,COTTON,0.0,1959.24267578125,9,992.1719360351562,0.0
7,COW PEAS (KHOBWE),9174.77587890625,61529.36038882234,172,1221.1346435546875,7.513320441224027
7,Cucumber,457.92547607421875,30830.28451542892,19,186.90838623046875,2.4499996244661295
7,Eggplant,58885.83203125,247907.7685801188,24,9692.7568359375,6.075240824459872
7,FINGER MILLET(MAWERE),7326.8076171875,54894.814242455264,31,2165.478759765625,3.383458546589715
7,FUEL WOOD TREES,31855.1333203125,31855.1333203125,1,15927.56666015625,2.0
7,GREEN PEA (NSAWAWA),45271.2431640625,45271.2431640625,2,869.8141479492188,52.04703012798719
7,GROUND BEAN(NZAMA),445.9951477050781,21510.48147902378,43,2442.269287109375,0.1826150580769698
7,GROUNDNUT/PEANUTS,11933.904296875,102029.21295361109,569,2442.269287109375,4.8863998576503205
